﻿initials,website,full_name,l_name_exists,title,school,department
BB,faculty/bkb,Benjamin K. Bennett,1,Professor,College of Arts and Sciences,Department of Germanic Languages and Literatures
BB,faculty/bcb9e,Brian C. Belyea,1,Associate Professor,School of Medicine,Department of Pediatrics
BB,faculty/bab4jm,Bethany Bell,1,Associate Professor,Curry School of Education,"Dean's Office, Curry School of Education"
BB,faculty/bwb2c,Brian W. Behm,1,Associate Professor,School of Medicine,"Department of Medicine, Gastroenterology"
BB,faculty/bjb6c,Brittany Behar,1,Assistant Professor,School of Medicine,Department of Plastic Surgery
BB,faculty/bhb6u,Barrett H Barnes,1,Associate Professor,School of Medicine,Department of Pediatrics
BB,faculty/bb9s,Brian H. Balogh,1,Professor,College of Arts and Sciences,Department of History
BC,faculty/brc7q,Brian Cullaty,1,Senior Director for Operations,President's Office,Office of the President
BC,faculty/bmc8b,Bethany M. Coyne,1,Associate Professor,School of Nursing,School of Nursing
BC,faculty/bbc2x,Bradley B. Cox,1,Professor,College of Arts and Sciences,Department of Physics
BC,faculty/bc3qu,Bryan Cook,1,Professor,Curry School of Education,Curry School of Education
BC,faculty/bac5w,Benjamin A. Converse,1,Associate Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
BC,faculty/bnc7cj,Benjamin Contrella,1,Instructor,School of Medicine,Department of Radiology
BC,faculty/bc4f,Barry G. Condron,1,Professor,College of Arts and Sciences,Department of Biology
BC,faculty/bjc8k,Bruce Cohen,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
BC,faculty/bec7b,Blaire E. Cholewa,1,Associate Professor,Curry School of Education,Curry School of Education
BC,faculty/bc9fw,Brittany Cavanaugh,1,Assistant Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
BC,faculty/bac3c,Barbara Castro,1,Associate Professor,School of Medicine,Department of Anesthesiology
BC,faculty/blc4q,Benjamin L. Castleman,1,Associate Professor,Curry School of Education,Curry School of Education
BC,faculty/bc5ap,Brad Carson,1,Associate Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
BC,faculty/bec9n,Bradley E. Cantrell,1,Professor,School of Architecture,Department of Landscape Architecture
BC,faculty/bjc8c,Bradford J. Campbell,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
BC,faculty/bhc2b,Benton H. Calhoun,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
BD,faculty/bad6b,Benjamin Andrew Doherty,1,Lecturer,School of Law,School of Law
BD,faculty/bnd6n,Bimal N. Desai,1,Associate Professor,School of Medicine,Department of Pharmacology
BD,faculty/bd6u,Brent DeGeorge,1,Assistant Professor,School of Medicine,Department of Plastic Surgery
BD,faculty/brd6eq,Brian Davis,1,Associate Professor,School of Architecture,Department of Landscape Architecture
BD,faculty/bed9kr,Beth Ellen Ellen Davis,1,Professor,School of Medicine,Department of Pediatrics
BE,faculty/bte6u,Bevin Thompson Etienne,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
BE,faculty/be7k,Brett Elmore,1,Assistant Professor,School of Medicine,Department of Anesthesiology
BF,faculty/bif3c,Bernard Fulgham,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
BF,faculty/bf4g,Brent A. French,1,Professor,School of Medicine,Department of Biomedical Engineering
BF,faculty/bf7ry,Behzad Farivar,1,Assistant Professor,School of Medicine,Department of Surgery
BG,faculty/bgg3a,Bryon Gustafson,1,Assistant Professor,School of Continuing and Professional Studies,SCPS - CP-Admin-Administrative Svcs
BG,faculty/bsg6v,Bonnie Susan Gordon,1,Associate Professor,College of Arts and Sciences,Department of Music
BG,faculty/bg8y,Brie Gertler,1,Professor,College of Arts and Sciences,Department of Philosophy
BG,faculty/bdg3y,Bradley D. Gelfand,1,Assistant Professor,School of Medicine,Department of Ophthalmology
BG,faculty/bkg7q,Barbie K. Ganser-Pornillos,1,Assistant Professor,School of Medicine,Department of Molecular Phys and Biological Physics
BH,faculty/bah7n,Bilal Ali Humeidan,1,Assistant Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
BH,faculty/blh5a,Benjamin Lee Huggins,1,Associate Professor,College of Arts and Sciences,Papers of George Washington
BH,faculty/bhh3f,Bryan H. Hoyt,1,Professor,UVA College at Wise,UVA College at Wise
BH,faculty/bjh8f,Bethany Horton,1,Assistant Professor,School of Medicine,PBHS Public Health Sciences Admin
BH,faculty/bh8e,Barry Horowitz,1,Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
BH,faculty/bh9n,Bruce Wood Holsinger,1,Professor,College of Arts and Sciences,Department of English
BH,faculty/bkh9d,Bradford Holland,1,University Ombuds,President's Office,EOCR
BH,faculty/beh9ef,Brian Hogg,1,Senior Preservation Planner,Operations,Office of the University Architect
BH,faculty/bch3n,Brian Hoard,1,Associate Professor,School of Medicine,Department of Dentistry
BH,faculty/bth7c,Barry T. Hinton,1,Professor,School of Medicine,Department of Cell Biology
BH,faculty/bph6n,Brian P. Helmke,1,Associate Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
BH,faculty/bgh2n,Bradford G. Hays,1,Associate Professor,College of Arts and Sciences,Department of Classics
BH,faculty/brh5c,Benjamin Richard Hayes,1,Assistant Professor,College of Arts and Sciences,Department of Mathematics
BH,faculty/bh7bu,Bing Han,1,Assistant Professor,School of Medicine,Department of Molecular Phys and Biological Physics
BH,faculty/bmh9m,Bonnie M. Hagerman,1,Assistant Professor,College of Arts and Sciences,"Women, Gender &amp; Sexuality Studies"
BI,faculty/bei6n,Brant Isakson,1,Professor,School of Medicine,Department of Molecular Phys and Biological Physics
BJ,faculty/bj6fu,Bradley Johnson,1,Assistant Professor,College of Arts and Sciences,Department of Astronomy
BJ,faculty/bwj,Barry W. Johnson,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
BJ,faculty/bar2h,Beverly Jewett,1,Assistant Professor,Curry School of Education,Curry School of Education
BK,faculty/bkk5a,Bijoy Kundu,1,Associate Professor,School of Medicine,Department of Radiology
BK,faculty/bpk2u,Boris P. Kovatchev,1,Professor,School of Medicine,Department of Psychiatry and NB Sciences
BK,faculty/bmk2a,Brent Michael Kitchens,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
BK,faculty/bwk2n,Bradley William Kesser,1,Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
BK,faculty/bk4fy,Behnam Keshavarz,1,Assistant Professor,School of Medicine,"Department of Medicine, Allergy and Immunology"
BL,faculty/bl8b,Bruce Libby,1,Professor,School of Medicine,Department of Radiation Oncology
BL,faculty/bl4zc,Bryan Lewis,1,Associate Professor,Provost's Office,PV-Biocomplexity Initiative
BL,faculty/brl4xd,Brittany Leach,1,Lecturer,College of Arts and Sciences,"Women, Gender &amp; Sexuality Studies"
BL,faculty/bjl3q,Benjamin Laugelli,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
BM,faculty/bm8ah,Balashankar Mulloth,1,Assistant Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
BM,faculty/bm4he,Benjamin Moses,1,Assistant Professor,School of Medicine,Department of Anesthesiology
BM,faculty/btm5g,Brian Moriarty,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
BM,faculty/bm7eq,Bahnsen Miller,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
BM,faculty/bam5p,Barbara A Millar,1,Assistant Dean for the MBA for Executives Program,Darden School of Business,Darden Graduate School of Business
BM,faculty/btm2b,Barry Meek,1,Associate University Counsel,President's Office,Office of the University Counsel
BM,faculty/bdm2e,Brian D. McKnight,1,Professor,UVA College at Wise,UVA College at Wise
BM,faculty/bam3a,Brian McGuire,1,Associate Athletic Trainer,Athletics Department,Department of Athletics
BM,faculty/bmm8u,Brandy McCarroll,1,Instructor,UVA College at Wise,UVA College at Wise
BM,faculty/bm8q,Ben Mays,1,Associate Professor,UVA College at Wise,UVA College at Wise
BM,faculty/bjm2r,Barbara J. Mann,1,Associate Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
BM,faculty/bam6h,Bilal Ahmad Maanaki,1,Lecturer,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
BN,faculty/ban2b,Brian Nosek,1,Professor,College of Arts and Sciences,Department of Psychology
BN,faculty/ben,Blaine E. Norum,1,Professor,College of Arts and Sciences,Department of Physics
BN,faculty/brn3a,Barnett Nathan,1,Professor,School of Medicine,Department of Neurology
BN,faculty/bin4n,Bhiken Ishwarlal Naik,1,Associate Professor,School of Medicine,Department of Anesthesiology
BO,faculty/bpo3a,Brian P. Owensby,1,Professor,College of Arts and Sciences,Department of History
BO,faculty/bo8k,Belinda Overstreet,1,Lecturer,Student Affairs,Elson Student Health Center
BO,faculty/bpo8n,Brian O'Connor,1,Lecturer,Athletics Department,Department of Athletics
BP,faculty/bp6n,Brian Pusser,1,Associate Professor,Curry School of Education,Curry School of Education
BP,faculty/bwp5g,Benjamin W. Purow,1,Professor,School of Medicine,Department of Neurology
BP,faculty/bep2z,Bruce E. Prum,1,Professor,School of Medicine,Department of Ophthalmology
BP,faculty/bp4f,Barbara Ann Perry,1,Professor,President's Office,Miller Center
BP,faculty/bp2k,Brooks H. Pate,1,Professor,College of Arts and Sciences,Department of Chemistry
BP,faculty/bmp2h,Bryce M. Paschal,1,Professor,School of Medicine,Department of Biochemistry and Molecular Genetics
BP,faculty/bmp7e,Bradley Pasanek,1,Associate Professor,College of Arts and Sciences,Department of English
BP,faculty/blp3a,Bidhan Lalit Parmar,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
BP,faculty/blp5u,Barry Parkhill,1,Lecturer,Athletics Department,Department of Athletics
BP,faculty/bp6v,B. Brian Park,1,Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
BQ,faculty/bad3e,Beth A. Quatrara,1,Assistant Professor,School of Nursing,School of Nursing
BR,faculty/bwr5a,Benjamin Wood Rous,1,Associate Professor,College of Arts and Sciences,Department of Music
BR,faculty/blp6b,Brittany Robertson,1,Instructor,UVA College at Wise,UVA College at Wise
BR,faculty/bar4s,Barbara A. Reyna,1,Associate Professor,School of Nursing,School of Nursing
BR,faculty/bwr4k,Bradly W. Reed,1,Associate Professor,College of Arts and Sciences,Department of History
BS,faculty/bds2p,Beverly Sweeney,1,Assistant Professor,Curry School of Education,Curry School of Education
BS,faculty/bsa4m,Brynne A. Sullivan,1,Assistant Professor,School of Medicine,Department of Pediatrics
BS,faculty/bas6g,Barbara A. Spellman,1,Professor,School of Law,School of Law
BS,faculty/bps3u,Benjamin Sneed,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
BS,faculty/bls2z,Brian L. Smith,1,Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
BS,faculty/bss2d,Bellave S. Shivaram,1,Associate Professor,College of Arts and Sciences,Department of Physics
BS,faculty/bbs7s,Binit B. Shah,1,Associate Professor,School of Medicine,Department of Neurology
BS,faculty/web5g,Bryn Elizabeth Seabrook,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
BS,faculty/bs6bv,Beth Schueler,1,Assistant Professor,Curry School of Education,Curry School of Education
BS,faculty/bs,Bruce D. Schirmer,1,Professor,School of Medicine,Department of Surgery
BS,faculty/bs2dd,Bryan Sauer,1,Associate Professor,School of Medicine,"Department of Medicine, Gastroenterology"
BS,faculty/bms5y,Bowen Sargent,1,Lecturer,Athletics Department,Department of Athletics
BT,faculty/bct3d,Bryan Thorne,1,Assistant Professor,School of Medicine,Department of Pediatrics
BT,faculty/bvt5y,Bernard V. Thisse,1,Professor,School of Medicine,Department of Cell Biology
BT,faculty/bt5ps,Brian Teare,1,Associate Professor,College of Arts and Sciences,Creative Writing Program
BT,faculty/bat5x,Bethany A. Teachman,1,Professor,College of Arts and Sciences,Department of Psychology
BU,faculty/bu3m,Brian Uthlaut,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
BV,faculty/bld5j,Brooke D. Vergales,1,Associate Professor,School of Medicine,Department of Pediatrics
BV,faculty/bjv2n,Barbara Jill Venton,1,Professor,College of Arts and Sciences,Department of Chemistry
BW,faculty/bw2zd,Brian Wright,1,Assistant Professor,    ,Data Science School
BW,faculty/bbw9r,Bradford B. Worrall,1,Professor,School of Medicine,Department of Neurology
BW,faculty/bw9c,Brantly Womack,1,Professor,College of Arts and Sciences,Department of Politics
BW,faculty/bw9g,Brian Wispelwey,1,Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
BW,faculty/bw5h,Bettina Winckler,1,Professor,School of Medicine,Department of Cell Biology
BW,faculty/bbw5w,Barbara Brown Wilson,1,Associate Professor,School of Architecture,Department of Urban and Environmental Planning
BW,faculty/bw6xs,Bev Wilson,1,Associate Professor,School of Architecture,Department of Urban and Environmental Planning
BW,faculty/blw7u,Barbara Wilson,1,Associate Professor,School of Medicine,Department of Dermatology
BW,faculty/bnw9q,Brian N. Williams,1,Associate Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
BW,faculty/baw5n,Bruce Williams,1,Professor,College of Arts and Sciences,Department of Media Studies
BW,faculty/bcw4x,Brian C. Werner,1,Assistant Professor,School of Medicine,Orthopaedic Surgery Sports Medicine Division
BW,faculty/bcw8q,Bryant Webb,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
BW,faculty/bw7ee,Bingyun Wang,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
BW,faculty/bw2pw,Bowen Wang,1,Assistant Professor,School of Medicine,Department of Surgery
BW,faculty/bmw8y,Barbra M. Wall,1,Professor,School of Nursing,School of Nursing
BX,faculty/bx4c,Baoxing Xu,1,Associate Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
BX,faculty/bx2w,Baozhen Xie,1,Lecturer,Student Affairs,Elson Student Health Center
BZ,faculty/bjz3a,Barrett J. Zlotoff,1,Associate Professor,School of Medicine,Department of Dermatology
BZ,faculty/bz2s,Bicheng Zhou,1,Assistant Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
CA,faculty/ca3m,Clara-Cristina Adame de Heu,1,Assistant Professor,UVA College at Wise,UVA College at Wise
CA,faculty/cja4j,Christopher John Arnold,1,Assistant Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
CA,faculty/cka3d,Curtis K. Argo,1,Associate Professor,School of Medicine,"Department of Medicine, Gastroenterology"
CA,faculty/ca9bm,Cory-Alice Andre-Johnson,1,Assistant Professor,College of Arts and Sciences,Department of Anthropology
CA,faculty/khs4hc,Caitlin Anderson,1,Assistant Professor,School of Medicine,Department of Pediatrics
CA,faculty/ca8mk,Christina M. Amspaugh,1,"Assistant Professor of Education, General Faculty",Curry School of Education,Curry School of Education
